DIRE,LINEA,STOP_ID
SAN LUIS 3110,188,1000417
SAN LUIS 3110,29,1000417
SAN LUIS 3110,99,1000417
CORDOBA AV. 1837,109,1000508
CORRIENTES AV. 5248,127,1003641
CORRIENTES AV. 5248,141,1003641
CORRIENTES AV. 5246,65,1003642
CORDOBA AV. 1893,106,1000506
CORDOBA AV. 2037,132,1000503
CORDOBA AV. 2085,140,1000502
CORDOBA AV. 2085,29,1000502
"SCALABRINI ORTIZ, RAUL AV. 306",15,1003941
"SCALABRINI ORTIZ, RAUL AV. 306",24,1003941
CORDOBA AV. 2119,106,1000497
CORDOBA AV. 2119,99,1000497
CORDOBA AV. 2139,109,1000496
CORDOBA AV. 2149,101,1000494
SAN LUIS 2908,188,1000419
CORDOBA AV. 2316,106,1000493
AYACUCHO y CORDOBA AV. sobre el metrobus,60,5142
"TRELLES, MANUEL R. AV. 2510",44,1004001
"TRELLES, MANUEL R. AV. 2510",63,1004001
VIAMONTE 430,99,1001167
GURRUCHAGA y MURILLO sobre el metrobus,55,5146
MUÑECAS 897,112,1003976
WARNES AV. 908,112,1003981
WARNES AV. 908,42,1003981
SAN MARTIN y VIAMONTE sobre el metrobus,23,5155
GUARDIA VIEJA 4595,92,1002047
GUARDIA VIEJA y LAMBARE sobre el metrobus,127,5154
GUARDIA VIEJA y LAMBARE sobre el metrobus,19,5154
VIAMONTE 610,115,1001171
PUEYRREDON AV. y SAN LUIS sobre el metrobus,118,5166
PUEYRREDON AV. y SAN LUIS sobre el metrobus,194,5166
PUEYRREDON AV. y SAN LUIS sobre el metrobus,41,5166
VIAMONTE 640,99,1001173
SANABRIA 4302,105,1005502
"CUBAS, JOSE 4395",105,1005501
BILLINGHURST 887,99,1002035
MAIPU y VIAMONTE sobre el metrobus,23,5176
LAVALLE 3687,26,1002057
PRINGLES 1006,168,1002591
ACEVEDO 195,109,1003970
PASO y SAN LUIS sobre el metrobus,188,5179
"ALVAREZ, JULIAN y RAMIREZ DE VELASCO, JUAN sobre el metrobus",24,5183
"ALVAREZ, JULIAN y RAMIREZ DE VELASCO, JUAN sobre el metrobus",90,5183
PUEYRREDON AV. 886,41,1002894
GUARDIA VIEJA 4397,90,1002049
GUARDIA VIEJA 4397,92,1002049
GUARDIA VIEJA y PRINGLES sobre el metrobus,127,5187
GUARDIA VIEJA y PRINGLES sobre el metrobus,19,5187
"MATURIN y OROÑO, NICASIO sobre el metrobus",47,5186
"SCALABRINI ORTIZ, RAUL AV. 283",106,1003940
"SCALABRINI ORTIZ, RAUL AV. 283",24,1003940
CHIVILCOY AV. 3891,114,1005427
"BEIRO, FRANCISCO AV. nan",146,1005380
"BEIRO, FRANCISCO AV. nan",80,1005380
"JUSTO, JUAN B. AV. y PUEYRREDON, HONORIO, DR. AV. sobre el metrobus",109,20283
"JUSTO, JUAN B. AV. y PUEYRREDON, HONORIO, DR. AV. sobre el metrobus",166,20283
"JUSTO, JUAN B. AV. y PUEYRREDON, HONORIO, DR. AV. sobre el metrobus",34,20283
VIAMONTE 910,23,1001176
JUNIN 778,60,1001268
"MOREAU DE JUSTO, ALICIA AV. y PACINI DE ALVEAR REGINA sobre el metrobus",4,5232
VIAMONTE 918,115,1001178
VIAMONTE 938,99,1001182
"PAZ, MARCOS y VALLEJOS sobre el metrobus",105,5203
LIBERTAD 731,111,1001683
LIBERTAD 731,39,1001683
LIBERTAD 731,60,1001710
"SCALABRINI ORTIZ, RAUL AV. 275",141,1003939
"SCALABRINI ORTIZ, RAUL AV. 275",15,1003939
"ALEM, LEANDRO N. AV. 638",130,1001437
"ALEM, LEANDRO N. AV. 638",93,1001437
NOGOYA 2681,47,1004860
"ROUSSEAU, JUAN J. y SAN MARTIN AV. sobre el metrobus",113,14785
"ROUSSEAU, JUAN J. y SAN MARTIN AV. sobre el metrobus",133,14785
PUEYRREDON AV. 870,132,1002896
AGUIRRE 199,109,1003650
AGUIRRE 199,127,1003650
AGUIRRE 199,90,1003650
"ROUSSEAU, JUAN J. y SAN MARTIN AV. sobre el metrobus",105,5287
"ROUSSEAU, JUAN J. y SAN MARTIN AV. sobre el metrobus",113,5287
"ROUSSEAU, JUAN J. y SAN MARTIN AV. sobre el metrobus",133,5287
"ROUSSEAU, JUAN J. y SAN MARTIN AV. sobre el metrobus",146,5287
"ROUSSEAU, JUAN J. y SAN MARTIN AV. sobre el metrobus",24,5287
"ROUSSEAU, JUAN J. y SAN MARTIN AV. sobre el metrobus",57,5287
"SCALABRINI ORTIZ, RAUL AV. 259",110,1003938
"SCALABRINI ORTIZ, RAUL AV. 259",57,1003938
ARAOZ y CORRIENTES AV. sobre el metrobus,109,5214
LASCANO y SAN MARTIN AV. sobre el metrobus,105,5421
LASCANO y SAN MARTIN AV. sobre el metrobus,146,5421
LASCANO y SAN MARTIN AV. sobre el metrobus,57,5421
"GARCIA, JUAN AGUSTIN 1408",44,1004005
"GARCIA, JUAN AGUSTIN 1408",63,1004005
PUEYRREDON AV. 854,118,1002945
PUEYRREDON AV. 854,64,1002945
GUARDIA VIEJA 4191,127,1002051
GUARDIA VIEJA 4191,19,1002051
GUARDIA VIEJA 4191,90,1002051
GUARDIA VIEJA 4191,92,1002051
GURRUCHAGA 118,112,1003968
MERCEDES 4032,107,1005475
CALLAO AV. 741,150,1002333
"MADERO, EDUARDO AV. y TUCUMAN sobre el metrobus",129,5231
"MADERO, EDUARDO AV. y TUCUMAN sobre el metrobus",20,5231
NOGOYA 2702,47,1004580
CALLAO AV. 733,37,1002331
BOUCHARD y TUCUMAN sobre el metrobus,33,5241
MALABIA 204,106,1003948
MALABIA 204,109,1003948
MALABIA 204,110,1003948
TUCUMAN 133,180,1001223
GASCON 895,168,1002585
GASCON 895,160,1002586
MEDRANO AV. 812,151,1002565
MEDRANO AV. 812,160,1002565
MEDRANO AV. 812,26,1002565
MEDRANO AV. 812,36,1002565
PUEYRREDON AV. 833,132,1001086
PUEYRREDON AV. 833,61,1001086
VIAMONTE 1314,23,1001711
VIAMONTE 1314,99,1001711
VIAMONTE 1358,29,1001712
VIAMONTE 1358,75,1001712
"CAMARGO y SCALABRINI ORTIZ, RAUL AV. sobre el metrobus",76,5250
VIAMONTE 1384,115,1001689
CORRIENTES AV. 5024,127,1003894
CORRIENTES AV. 5024,19,1003894
CORRIENTES AV. 5024,71,1003894
"ALEM, LEANDRO N. AV. y TUCUMAN sobre el metrobus",33,20465
"ALEM, LEANDRO N. AV. y TUCUMAN sobre el metrobus",6,20465
"BRAVO, MARIO 791",92,1002549
MUÑECAS 795,42,1003975
GUARDIA VIEJA 3997,90,1002052
GUARDIA VIEJA 3997,92,1002052
VIAMONTE 1510,140,1001690
CORRIENTES AV. 5012,141,1003893
CORRIENTES AV. 5012,90,1003893
VIAMONTE 1530,109,1001691
VIAMONTE 1530,99,1001691
GUARDIA VIEJA 3955,127,1002054
GUARDIA VIEJA 3955,19,1002054
"MISTRAL, GABRIELA y PAZ, GRAL. AV. sobre el metrobus",117,5266
"MISTRAL, GABRIELA y PAZ, GRAL. AV. sobre el metrobus",21,5266
"MISTRAL, GABRIELA y PAZ, GRAL. AV. sobre el metrobus",28,5266
"ALVAREZ, JULIAN y CORRIENTES AV. sobre el metrobus",24,5265
BIARRITZ y SAN MARTIN AV. sobre el metrobus,105,5475
BIARRITZ y SAN MARTIN AV. sobre el metrobus,113,5475
BIARRITZ y SAN MARTIN AV. sobre el metrobus,133,5475
BIARRITZ y SAN MARTIN AV. sobre el metrobus,146,5475
BIARRITZ y SAN MARTIN AV. sobre el metrobus,57,5475
VIAMONTE 1570,29,1001692
VIAMONTE 1570,75,1001692
VIAMONTE 2906,29,1000420
25 DE MAYO y TUCUMAN sobre el metrobus,23,5275
25 DE MAYO y TUCUMAN sobre el metrobus,6,5275
RODRIGUEZ PEÑA y VIAMONTE sobre el metrobus,75,5278
RODRIGUEZ PEÑA y VIAMONTE sobre el metrobus,99,5278
PUEYRREDON AV. 810,101,1002946
PUEYRREDON AV. 810,68,1002946
LAVALLE 3495,26,1002056
"EMPEDRADO y GUTIERREZ, RICARDO sobre el metrobus",113,5281
WARNES AV. 702,109,1003980
WARNES AV. 702,112,1003980
WARNES AV. 702,55,1003980
CALLAO AV. y VIAMONTE sobre el metrobus,124,5290
BULNES 910,128,1002550
BULNES 910,92,1002550
VIAMONTE 1770,29,1002372
GUALEGUAYCHU nan,105,1005493
"ALEM, LEANDRO N. AV. nan",22,1001157
"ALEM, LEANDRO N. AV. nan",28,1001157
PARANA 691,115,1002385
PARANA 691,23,1002385
RECONQUISTA y TUCUMAN sobre el metrobus,180,5299
LASCANO 2004,24,1004286
VIAMONTE 2748,29,1000422
VIAMONTE 2748,99,1000422
SAN MARTIN AV. 3654,24,1004276
VIAMONTE 1910,109,1000440
VIAMONTE 1910,140,1000440
LINNEO y SAN MARTIN AV. sobre el metrobus,105,5307
LINNEO y SAN MARTIN AV. sobre el metrobus,146,5307
LINNEO y SAN MARTIN AV. sobre el metrobus,57,5307
"ALEM, LEANDRO N. AV. nan",143,1001156
SAN MARTIN y TUCUMAN sobre el metrobus,23,5322
"ALEM, LEANDRO N. AV. nan",152,1001709
"ALEM, LEANDRO N. AV. nan",62,1001709
PUEYRREDON AV. 787,101,1001087
PUEYRREDON AV. 787,75,1001087
NUEVA YORK 4120,107,1005470
NUEVA YORK 4120,108,1005470
TUCUMAN 617,6,1001219
VIAMONTE 2536,29,1000423
VIAMONTE 2536,99,1000423
VIAMONTE 2126,29,1000430
VIAMONTE 2126,99,1000430
"URIBURU JOSE E., PRES. y VIAMONTE sobre el metrobus",101,5336
TUCUMAN 677,180,1001218
TUCUMAN 677,23,1001218
ESTADO DE ISRAEL AV. 4743,109,1002121
ESTADO DE ISRAEL AV. 4743,99,1002121
"SALGUERO, JERONIMO 781",151,1002563
"ALEM, LEANDRO N. AV. 566",22,1001158
"ALEM, LEANDRO N. AV. 566",28,1001158
"ALEM, LEANDRO N. AV. 566",50,1001158
"ALEM, LEANDRO N. AV. 566",56,1001158
"ALEM, LEANDRO N. AV. 566",91,1001158
PUEYRREDON AV. 778,188,1002947
PARANA 645,29,1002383
VIAMONTE 2312,29,1000427
VIAMONTE 2312,99,1000427
TALCAHUANO 638,29,1002376
TALCAHUANO 638,5,1002376
TALCAHUANO 638,60,1002376
CORRIENTES AV. y LAVALLEJA sobre el metrobus,109,5348
VIAMONTE 2408,101,1000426
VIAMONTE 2408,75,1000426
PUEYRREDON AV. 773,194,1001124
PUEYRREDON AV. 773,68,1001124
TALCAHUANO 624,111,1002379
TALCAHUANO 624,115,1002379
TALCAHUANO 624,39,1002379
ACEVEDO 11,109,1003969
PASTEUR 687,95,1001284
"DRAGO, LUIS MARIA 308",65,1003897
SAN MARTIN AV. 3468,113,1004278
SAN MARTIN AV. 3468,133,1004278
"PADILLA y SCALABRINI ORTIZ, RAUL AV. sobre el metrobus",15,5359
"PADILLA y SCALABRINI ORTIZ, RAUL AV. sobre el metrobus",57,5359
ARREGUI 2287,24,1004241
ARAOZ y CAMARGO sobre el metrobus,65,5366
ARAOZ y CAMARGO sobre el metrobus,71,5366
MALABIA 108,106,1003949
MALABIA 108,109,1003949
SANABRIA 4116,105,1005503
ESTADO DE ISRAEL AV. 4771,127,1001933
ESTADO DE ISRAEL AV. 4771,92,1001933
CHIVILCOY AV. 3702,114,1005488
CUCHA CUCHA y FRAGATA PRES. SARMIENTO sobre el metrobus,47,5379
"BEIRO, FRANCISCO AV. nan",146,1005782
"BEIRO, FRANCISCO AV. nan",80,1005782
"JUSTO, JUAN B. AV. y RODRIGUEZ, MANUEL A., GENERAL sobre el metrobus",109,5383
"JUSTO, JUAN B. AV. y RODRIGUEZ, MANUEL A., GENERAL sobre el metrobus",166,5383
"JUSTO, JUAN B. AV. y RODRIGUEZ, MANUEL A., GENERAL sobre el metrobus",34,5383
MALABIA y MURILLO sobre el metrobus,112,5387
MALABIA y MURILLO sobre el metrobus,15,5387
MALABIA y MURILLO sobre el metrobus,55,5387
MALABIA y MURILLO sobre el metrobus,57,5387
ESTADO DE ISRAEL AV. 4791,19,1002122
ESTADO DE ISRAEL AV. 4791,90,1002122
TUCUMAN nan,180,1001905
TUCUMAN nan,6,1001905
LAVALLEJA y VERA sobre el metrobus,124,5388
LAVALLEJA y VERA sobre el metrobus,92,5388
LAVALLEJA y VERA sobre el metrobus,99,5388
TUCUMAN 1323,29,1002380
TUCUMAN 1323,75,1002380
RODRIGUEZ PEÑA 628,150,1001877
BOUCHARD nan,126,1001151
BOUCHARD nan,4,1001151
12 DE OCTUBRE y SAN MARTIN AV. sobre el metrobus,105,20664
12 DE OCTUBRE y SAN MARTIN AV. sobre el metrobus,146,20664
12 DE OCTUBRE y SAN MARTIN AV. sobre el metrobus,24,20664
12 DE OCTUBRE y SAN MARTIN AV. sobre el metrobus,57,20664
PUEYRREDON AV. 730,132,1002948
OLAYA 1704,42,1003959
"ALEM, LEANDRO N. AV. nan",130,1001154
"ALEM, LEANDRO N. AV. nan",7,1001154
CORRIENTES AV. 4808,141,1003656
"BEIRO, FRANCISCO AV. nan",146,1005379
"BEIRO, FRANCISCO AV. nan",80,1005379
CHIVILCOY AV. 3669,114,1005426
ASUNCION 4175,108,1005457
ASUNCION 4179,105,1005463
TUCUMAN y URUGUAY AV. sobre el metrobus,140,5405
"CUBAS, JOSE y JUAREZ, BENITO sobre el metrobus",105,5407
NAZCA AV. y NOGOYA sobre el metrobus,47,14797
PUEYRREDON AV. 706,62,1002949
"MADERO, EDUARDO AV. y OCAMPO, VICTORIA sobre el metrobus",126,5416
"MADERO, EDUARDO AV. y OCAMPO, VICTORIA sobre el metrobus",140,5416
"MADERO, EDUARDO AV. y OCAMPO, VICTORIA sobre el metrobus",20,5416
"GUTIERREZ, RICARDO nan",134,1004590
9 DE JULIO AV. y TUCUMAN sobre el metrobus,100,20306
9 DE JULIO AV. y TUCUMAN sobre el metrobus,17,20306
9 DE JULIO AV. y TUCUMAN sobre el metrobus,59,20306
"GUTIERREZ, RICARDO 3210",134,1005374
ALVAREZ JONTE 1793,63,1004000
"GUTIERREZ, RICARDO 3226",84,1005274
CORRIENTES AV. 4782,19,1003655
CORRIENTES AV. 4782,90,1003655
TUCUMAN 1625,75,1002391
NAZCA AV. nan,110,1004059
PUEYRREDON AV. y TUCUMAN sobre el metrobus,194,5438
VERA 157,24,1003899
VERA 157,36,1003899
NOGOYA 2916,84,1004584
MALABIA y WARNES AV. sobre el metrobus,112,5441
MALABIA y WARNES AV. sobre el metrobus,55,5441
VALLEJOS 4710,105,1005500
CORRIENTES AV. 4752,124,1003653
CORRIENTES AV. 4752,24,1003653
PRINGLES 816,168,1002136
NOGOYA 2924,47,1004585
RODRIGUEZ PEÑA y TUCUMAN sobre el metrobus,37,5448
TUCUMAN 1785,75,1001876
TUCUMAN 1787,75,1000442
BILLINGHURST 693,99,1002040
AZCUENAGA 620,95,1001085
CORRIENTES AV. 4724,127,1003652
CORRIENTES AV. 4724,36,1003652
"TRELLES, MANUEL R. 2312",44,1003997
CORRIENTES AV. 4712,109,1003651
CORRIENTES AV. 4712,99,1003651
NAZCA AV. 2968,110,1004060
NUEVA YORK 4293,107,1005468
TUCUMAN 1993,60,1000444
PUEYRREDON AV. 684,118,1002950
TUCUMAN 2015,75,1000447
"ALEM, LEANDRO N. AV. 465",26,1001424
NAZARRE 3197,24,1004591
MEDRANO AV. 686,36,1002566
TUCUMAN 2193,75,1000450
PARANA 561,102,1002384
TUCUMAN 2385,75,1000454
NUEVA YORK y SANABRIA sobre el metrobus,108,5491
TINOGASTA 3418,134,1005360
TINOGASTA 3418,84,1005360
"ALEM, LEANDRO N. AV. 456",7,1001432
ALVAREZ JONTE 1847,109,1004282
ALVAREZ JONTE 1847,135,1004282
PUEYRREDON AV. 670,101,1002897
PASTEUR 589,95,1001283
"FIGUEROA, D. APOLINARIO, CORONEL 12",110,1003937
"FIGUEROA, D. APOLINARIO, CORONEL 12",24,1003937
"FIGUEROA, D. APOLINARIO, CORONEL 12",57,1003937
PUEYRREDON AV. 663,118,1001088
PUEYRREDON AV. 663,41,1001088
CORRIENTES AV. 4558,19,1002166
CORRIENTES AV. 4558,71,1002166
CORRIENTES AV. 4558,90,1002166
CORRIENTES AV. 4530,124,1001939
CORRIENTES AV. 4530,24,1001939
CORRIENTES AV. 4530,92,1001939
JUNIN 582,60,1001270
CORRIENTES AV. 4520,36,1001943
CORRIENTES AV. 4514,109,1001948
CORRIENTES AV. 4514,127,1001948
CORRIENTES AV. 4514,99,1001948
CORRIENTES AV. 4512,109,1002517
CORRIENTES AV. 4512,99,1002517
"FIGUEROA, D. APOLINARIO, CORONEL 26",106,1003936
"FIGUEROA, D. APOLINARIO, CORONEL 26",141,1003936
"FIGUEROA, D. APOLINARIO, CORONEL 26",76,1003936
GASCON 719,109,1002584
GASCON 719,36,1002584
LAVALLE 3093,26,1000415
CORRIENTES AV. y PRINGLES sobre el metrobus,71,5545
"ALEM, LEANDRO N. AV. 428",130,1001429
"ALEM, LEANDRO N. AV. 428",33,1001429
"ALEM, LEANDRO N. AV. 428",93,1001429
"ALEM, LEANDRO N. AV. 432",195,1001431
"GUTIERREZ, RICARDO nan",107,1005010
"GUTIERREZ, RICARDO nan",108,1005010
ARAOZ y WARNES AV. sobre el metrobus,15,129
ANTEZANA y WARNES AV. sobre el metrobus,55,128
LIBERTAD nan,60,1001902
ARREGUI 2495,24,1004242
"MARECHAL, LEOPOLDO y WARNES AV. sobre el metrobus",112,5563
"MARECHAL, LEOPOLDO y WARNES AV. sobre el metrobus",15,5563
"MARECHAL, LEOPOLDO y WARNES AV. sobre el metrobus",55,5563
"ALEM, LEANDRO N. AV. 418",143,1001428
"ALEM, LEANDRO N. AV. 418",152,1001428
"ALEM, LEANDRO N. AV. 418",61,1001428
"GRANADA, NICOLAS y SEGUI, F. J., ALTE. sobre el metrobus",47,5567
"GUEVARA, TRINIDAD y MOREAU DE JUSTO, ALICIA AV. sobre el metrobus",4,5585
"VIALE, LUIS 189",76,1003951
"CUCHA CUCHA y JUSTO, JUAN B. AV. sobre el metrobus",109,5701
"CUCHA CUCHA y JUSTO, JUAN B. AV. sobre el metrobus",166,5701
"CUCHA CUCHA y JUSTO, JUAN B. AV. sobre el metrobus",34,5701
"ALVAREZ, DONATO, TTE. GRAL. AV. y SAN MARTIN AV. sobre el metrobus",105,20663
"ALVAREZ, DONATO, TTE. GRAL. AV. y SAN MARTIN AV. sobre el metrobus",109,20663
"ALVAREZ, DONATO, TTE. GRAL. AV. y SAN MARTIN AV. sobre el metrobus",135,20663
"ALVAREZ, DONATO, TTE. GRAL. AV. y SAN MARTIN AV. sobre el metrobus",146,20663
"ALVAREZ, DONATO, TTE. GRAL. AV. y SAN MARTIN AV. sobre el metrobus",24,20663
"ALVAREZ, DONATO, TTE. GRAL. AV. y SAN MARTIN AV. sobre el metrobus",57,20663
MEDRANO AV. 622,151,1002567
MEDRANO AV. 622,26,1002567
LAVALLE 1459,26,1001883
LAVALLE 1447,6,1001889
LAVALLE 1469,180,1001882
LAVALLE 1469,24,1001882
LAVALLE 1471,115,1001881
"CUCHA CUCHA y JUSTO, JUAN B. AV. sobre el metrobus",109,5576
"CUCHA CUCHA y JUSTO, JUAN B. AV. sobre el metrobus",166,5576
"CUCHA CUCHA y JUSTO, JUAN B. AV. sobre el metrobus",34,5576
"MADERO, EDUARDO AV. y ROSALES AV. sobre el metrobus",129,5584
"MADERO, EDUARDO AV. y ROSALES AV. sobre el metrobus",20,5584
"GUTIERREZ, RICARDO nan",105,1005802
PUEYRREDON AV. 634,41,1002898
PUEYRREDON AV. 630,68,1002899
PUEYRREDON AV. 630,75,1002899
"ACOYTE y FIGUEROA, D. APOLINARIO, CORONEL sobre el metrobus",42,5581
"ALEM, LEANDRO N. AV. 410",143,1001426
"ALEM, LEANDRO N. AV. 410",152,1001426
"ALEM, LEANDRO N. AV. 410",61,1001426
CORRIENTES AV. 4260,19,1001959
PUEYRREDON AV. 628,64,1002900
MELINCUE 3194,47,1004589
MELINCUE 3194,84,1004589
CORRIENTES AV. 4242,168,1001962
CORRIENTES AV. 4242,90,1001962
"FRIAS, EUSTOQUIO, TTE. GENERAL 214",71,1003898
CORRIENTES AV. 4210,124,1001969
CORRIENTES AV. 4210,24,1001969
CORRIENTES AV. 4210,99,1001969
"ARTIGAS, JOSE GERVASIO, GRAL. 2597",113,1004243
LAVALLE 2977,26,1000413
"PAZ, GRAL. AV. sobre el metrobus",117,16059
"PAZ, GRAL. AV. sobre el metrobus",21,16059
"PAZ, GRAL. AV. sobre el metrobus",28,16059
MEDRANO AV. 610,128,1002569
MEDRANO AV. 610,160,1002569
"JAURES, JEAN y LAVALLE sobre el metrobus",180,5601
CORRIENTES AV. 50,20,1000996
"ALEM, LEANDRO N. AV. y CORRIENTES AV. sobre el metrobus",28,20460
"ALEM, LEANDRO N. AV. y CORRIENTES AV. sobre el metrobus",33,20460
LAVALLE 2889,124,1000411
LAVALLE 2889,24,1000411
"ALEM, LEANDRO N. AV. y CORRIENTES AV. sobre el metrobus",140,20461
"ALEM, LEANDRO N. AV. y CORRIENTES AV. sobre el metrobus",56,20461
"ALEM, LEANDRO N. AV. y CORRIENTES AV. sobre el metrobus",6,20461
CORRIENTES AV. 150,126,1000991
CORRIENTES AV. 150,180,1000991
CORRIENTES AV. 150,146,1000993
CORRIENTES AV. 4116,26,1002519
LAVALLE 1739,115,1001880
LAVALLE y RODRIGUEZ PEÑA sobre el metrobus,6,5625
LAVALLE 1785,24,1001878
LAVALLE 1785,26,1001878
LASCANO 2308,24,1003782
"ALEM, LEANDRO N. AV. nan",130,1001422
"ALEM, LEANDRO N. AV. nan",7,1001422
TINOGASTA 3610,84,1005330
GASCON 695,160,1002583
GASCON 695,168,1002583
RAMOS MEJIA 4081,24,1003419
RAMOS MEJIA 4081,71,1003419
CALLAO AV. y LAVALLE sobre el metrobus,12,5630
CALLAO AV. y LAVALLE sobre el metrobus,124,5630
CALLAO AV. y LAVALLE sobre el metrobus,60,5630
HELGUERA 2789,24,1004861
LAVALLE 2777,124,1000410
LAVALLE 2777,24,1000410
"BAHIA BLANCA y BEIRO, FRANCISCO AV. sobre el metrobus",80,5636
CORRIENTES AV. 4018,99,1001968
"OROÑO, NICASIO 2032",47,1004009
"BRAVO, MARIO 519",128,1002548
"BRAVO, MARIO 519",92,1002548
"VIALE, LUIS 257",24,1003952
"VIALE, LUIS 257",57,1003952
LAVALLE 2753,180,1000408
LAVALLE 2753,26,1000408
CORRIENTES AV. 4006,127,1001977
CORRIENTES AV. 4006,19,1001977
CORRIENTES AV. 4006,90,1001977
LAVALLE 2051,124,1000396
LAVALLE 2059,115,1000398
LAVALLE 2059,180,1000398
"CARRIL, SALVADOR MARIA DEL AV. 4510",107,1005129
CORRIENTES AV. 420,26,1000985
CORRIENTES AV. 420,50,1000985
CORRIENTES AV. 420,6,1000985
CORRIENTES AV. 420,140,1000987
CORRIENTES AV. 420,146,1000987
CORRIENTES AV. 420,180,1000987
LAVALLE 2093,24,1000399
LAVALLE 2093,26,1000399
LAVALLE 2233,24,1000400
LAVALLE 2233,26,1000400
LAVALLE 2265,115,1000401
LAVALLE 2265,180,1000401
LAVALLE 2285,124,1000403
"VIALE, LUIS 283",106,1003953
"VIALE, LUIS 283",110,1003953
SIMBRON 3697,84,1005375
LIBERTAD 449,5,1001895
CORRIENTES AV. 3956,124,1001998
CORRIENTES AV. 3956,168,1001998
CORRIENTES AV. 3956,71,1001998
CORRIENTES AV. 3956,92,1001998
"GALLARDO, ANGEL AV. 173",124,1003420
"GALLARDO, ANGEL AV. 173",141,1003420
CHIVILCOY AV. 3317,114,1005013
LAVALLE y PUEYRREDON AV. sobre el metrobus,188,5660
LAVALLE y PUEYRREDON AV. sobre el metrobus,61,5660
LIBERTAD 443,39,1001899
LIBERTAD 431,29,1001893
LAVALLE 2495,115,1000407
"GALLARDO, ANGEL AV. 195",92,1003421
"GALLARDO, ANGEL AV. 195",99,1003421
CORRIENTES AV. 624,146,1000976
CORRIENTES AV. 624,50,1000976
CORRIENTES AV. 602,50,1000983
CORRIENTES AV. 602,6,1000983
ESTADO PLURINACIONAL DE BOLIVIA 2610,113,1004245
OLAYA 1502,42,1003958
NAZCA AV. 2806,110,1004062
NAZCA AV. 2806,134,1004062
NAZARRE 3380,134,1004597
"PAZ, GRAL. AV. COLECTORA nan",25,1005803
CORRIENTES AV. 654,140,1000982
CORRIENTES AV. 654,26,1000982
CORRIENTES AV. 672,146,1000980
CORRIENTES AV. 672,180,1000980
"GARCIA, JUAN AGUSTIN y SANCHEZ sobre el metrobus",109,5679
"GARCIA, JUAN AGUSTIN y SANCHEZ sobre el metrobus",135,5679
"GARCIA, JUAN AGUSTIN y SANCHEZ sobre el metrobus",63,5679
"ALEM, LEANDRO N. AV. 356",126,1001418
"ALEM, LEANDRO N. AV. 356",22,1001418
"ALEM, LEANDRO N. AV. 356",50,1001418
"ALEM, LEANDRO N. AV. 356",91,1001418
NOGOYA 3160,134,1004862
NOGOYA 3160,84,1004862
CORRIENTES AV. 3820,99,1002001
"CANTILO, JOSE LUIS y GUALEGUAYCHU sobre el metrobus",85,5686
"BEIRO, FRANCISCO AV. nan",146,1005378
SAN MARTIN AV. 2536,24,1003991
SAN MARTIN AV. 2536,57,1003991
CORRIENTES AV. y SUIPACHA sobre el metrobus,50,5698
NUEVA YORK 4487,107,1005007
"BRAVO, MARIO y CORRIENTES AV. sobre el metrobus",180,5699
"SASTRE, MARCOS 2906",124,1004251
"CORRIENTES AV. y PELLEGRINI, CARLOS sobre el metrobus",146,5706
SAN MARTIN AV. 2391,109,1003984
SAN MARTIN AV. 2391,135,1003984
MIGUEL ANGEL 1997,133,1004283
CORRIENTES AV. 924,180,1000975
CORRIENTES AV. 924,6,1000975
CORRIENTES AV. 932,140,1000974
CORRIENTES AV. 932,26,1000974
SAN MARTIN AV. 2462,135,1003990
SAN MARTIN AV. 2377,24,1003985
9 DE JULIO AV. y CORRIENTES AV. sobre el metrobus,111,5714
9 DE JULIO AV. y CORRIENTES AV. sobre el metrobus,50,5714
BAIGORRIA 3073,124,1004578
BAIGORRIA 3073,134,1004578
BAIGORRIA 3073,84,1004578
LAVALLEJA y WARNES AV. sobre el metrobus,112,5713
LAVALLEJA y WARNES AV. sobre el metrobus,15,5713
"NUEVA YORK y PAZ, MARCOS sobre el metrobus",108,5717
CORRIENTES AV. 3666,168,1002004
CORRIENTES AV. 3666,71,1002004
PARANA 435,115,1002316
SAN MARTIN AV. 2361,105,1003986
SAN MARTIN AV. 2361,146,1003986
SAN MARTIN AV. 2361,57,1003986
"CARACAS y CARRANZA, ADOLFO P. sobre el metrobus",109,5720
"CARACAS y CARRANZA, ADOLFO P. sobre el metrobus",63,5720
CORRIENTES AV. 3626,24,1002006
CONCORDIA 2995,84,1004598
"LAMAS, ANDRES y MIGUEL ANGEL sobre el metrobus",113,5721
CORRIENTES AV. y LIBERTAD sobre el metrobus,140,5724
CORRIENTES AV. y LIBERTAD sobre el metrobus,24,5724
CORRIENTES AV. y LIBERTAD sobre el metrobus,26,5724
CORRIENTES AV. 3610,124,1002009
CORRIENTES AV. 3610,26,1002009
CORRIENTES AV. 3612,124,1002012
CORRIENTES AV. 3612,26,1002012
"ALVAREZ JONTE y LAMAS, ANDRES sobre el metrobus",109,5727
"ALVAREZ JONTE y LAMAS, ANDRES sobre el metrobus",135,5727
"ALVAREZ JONTE y LAMAS, ANDRES sobre el metrobus",63,5727
"CAMARONES y SEGUI, F. J., ALTE. sobre el metrobus",47,5729
CORRIENTES AV. 1186,146,1001867
CORRIENTES AV. 1186,180,1001867
TINOGASTA 3702,134,1005311
"ALEM, LEANDRO N. AV. 322",159,1001416
