DIRE,LINEA,STOP_ID
CORRIENTES AV. y TALCAHUANO sobre el metrobus,5,5735
CORRIENTES AV. y TALCAHUANO sobre el metrobus,60,5735
CORRIENTES AV. 1232,50,1001868
CORRIENTES AV. 1232,6,1001868
CORRIENTES AV. 1250,111,1001869
CORRIENTES AV. 1250,29,1001869
MELINCUE 3375,84,1004595
CORRIENTES AV. y URUGUAY AV. sobre el metrobus,140,5743
LASCANO 2480,24,1003781
SARMIENTO 4581,124,1002531
SARMIENTO 4581,24,1002531
"ANCHORENA, TOMAS MANUEL DE, DR. y CORRIENTES AV. sobre el metrobus",180,5746
MELINCUE 3387,47,1004596
"BEIRO, FRANCISCO AV. 4038",146,1005014
"BEIRO, FRANCISCO AV. 4038",80,1005014
"MADERO, EDUARDO AV. y SARMIENTO sobre el metrobus",20,5757
HELGUERA 2691,24,1004577
"MACHADO, ANTONIO 45",36,1003416
"MACHADO, ANTONIO 45",71,1003416
CORRIENTES AV. 1428,146,1002131
CORRIENTES AV. 1428,180,1002131
"ALEM, LEANDRO N. AV. nan",152,1001421
"ALEM, LEANDRO N. AV. nan",62,1001421
CORRIENTES AV. 3222,168,1000353
CORRIENTES AV. 3222,71,1000353
CORRIENTES AV. 1450,24,1002130
CORRIENTES AV. 1450,26,1002130
PUEYRREDON AV. 535,101,1001129
PUEYRREDON AV. 535,75,1001129
CORRIENTES AV. 3150,124,1000355
CORRIENTES AV. 3150,146,1000355
CORRIENTES AV. 3150,24,1000355
CORRIENTES AV. 3150,26,1000355
PATRICIAS ARGENTINAS AV. nan,112,1003423
"FIGUEROA, D. APOLINARIO, CORONEL y OLAYA sobre el metrobus",76,5766
CORRIENTES AV. 3454,168,1002529
CORRIENTES AV. 3454,71,1002529
ARREGUI 2687,24,1004246
BIARRITZ y GAVILAN sobre el metrobus,109,5767
BIARRITZ y GAVILAN sobre el metrobus,63,5767
"MACHADO, ANTONIO 67",124,1003417
"MACHADO, ANTONIO 67",24,1003417
SARMIENTO 4399,124,1002061
SARMIENTO 4399,24,1002061
CORRIENTES AV. 3436,180,1002023
CORRIENTES AV. 3436,24,1002023
CORRIENTES AV. 3420,26,1002032
CORRIENTES AV. 1516,50,1002287
CORRIENTES AV. 1516,6,1002287
SARMIENTO 4345,36,1002532
SARMIENTO 4345,71,1002532
PUEYRREDON AV. 528,115,1002901
PUEYRREDON AV. 512,132,1002902
CORRIENTES AV. 3410,124,1002530
BOUCHARD y SARMIENTO sobre el metrobus,126,5747
RIOBAMBA 416,12,1001260
CORRIENTES AV. y ECUADOR sobre el metrobus,180,5773
PAYSANDU y SAN MARTIN AV. sobre el metrobus,105,20662
PAYSANDU y SAN MARTIN AV. sobre el metrobus,135,20662
PAYSANDU y SAN MARTIN AV. sobre el metrobus,146,20662
PAYSANDU y SAN MARTIN AV. sobre el metrobus,24,20662
PAYSANDU y SAN MARTIN AV. sobre el metrobus,57,20662
CORRIENTES AV. y RODRIGUEZ PEÑA sobre el metrobus,37,5787
"VIALE, LUIS 431",24,1003954
"VIALE, LUIS 431",57,1003954
TALCAHUANO 374,39,1001871
"ACOYTE y GANDHI, MAHATMA sobre el metrobus",42,5790
PARANA 383,102,1002132
PARANA 383,23,1002132
"FIGUEROA, D. APOLINARIO, CORONEL nan",106,1003934
"FIGUEROA, D. APOLINARIO, CORONEL nan",110,1003934
"FIGUEROA, D. APOLINARIO, CORONEL nan",76,1003934
AZCUENAGA 408,95,1001084
MERCEDES 3375,134,1004602
"FIGUEROA, D. APOLINARIO, CORONEL nan",24,1003933
"FIGUEROA, D. APOLINARIO, CORONEL nan",57,1003933
CORRIENTES AV. y RIOBAMBA sobre el metrobus,124,5804
SANABRIA 3585,134,1005016
SANABRIA 3585,85,1005017
SARMIENTO 4195,168,1002062
SEGUROLA AV. 3687,108,1005009
"PAZ, GRAL. AV. COLECTORA nan",25,1005806
"VIALE, LUIS 491",110,1003956
SARMIENTO 4183,124,1002063
SARMIENTO 4183,24,1002063
"JUSTO, JUAN B. AV. y SAN MARTIN AV. sobre el metrobus",109,20282
"JUSTO, JUAN B. AV. y SAN MARTIN AV. sobre el metrobus",110,20282
"JUSTO, JUAN B. AV. y SAN MARTIN AV. sobre el metrobus",166,20282
"JUSTO, JUAN B. AV. y SAN MARTIN AV. sobre el metrobus",34,20282
LIBERTAD 347,111,1001865
LIBERTAD 347,24,1001865
CORRIENTES AV. 1814,115,1000368
CORRIENTES AV. 1814,60,1000368
SARMIENTO 4171,36,1002064
SARMIENTO 4171,71,1002064
CORRIENTES AV. 1844,24,1000367
CORRIENTES AV. 1844,26,1000367
CORRIENTES AV. 1878,146,1000366
CORRIENTES AV. 1878,180,1000366
"FERRARI y MARECHAL, LEOPOLDO sobre el metrobus",112,5814
"FERRARI y MARECHAL, LEOPOLDO sobre el metrobus",124,5814
"FERRARI y MARECHAL, LEOPOLDO sobre el metrobus",15,5814
"FERRARI y MARECHAL, LEOPOLDO sobre el metrobus",55,5814
"FERRARI y MARECHAL, LEOPOLDO sobre el metrobus",92,5814
"FERRARI y MARECHAL, LEOPOLDO sobre el metrobus",99,5814
SAN MARTIN AV. 2179,24,1003919
CORRIENTES AV. y JUNIN sobre el metrobus,115,5816
CORRIENTES AV. y JUNIN sobre el metrobus,124,5816
CORRIENTES AV. y JUNIN sobre el metrobus,180,5816
CORRIENTES AV. y JUNIN sobre el metrobus,60,5816
RAMOS MEJIA 985,36,1003418
CORRIENTES AV. 2864,124,1000357
CORRIENTES AV. y PUEYRREDON AV. sobre el metrobus,101,5820
CORRIENTES AV. y PUEYRREDON AV. sobre el metrobus,118,5820
CORRIENTES AV. y PUEYRREDON AV. sobre el metrobus,180,5820
CONCORDIA y NAZARRE sobre el metrobus,134,5822
CORRIENTES AV. 2846,146,1000358
CORRIENTES AV. 2836,24,1000359
CORRIENTES AV. 2836,26,1000359
"CARRIL, SALVADOR MARIA DEL AV. 4692",107,1005006
"CARRIL, SALVADOR MARIA DEL AV. 4692",25,1005006
CORRIENTES AV. 2822,168,1000360
CORRIENTES AV. 2822,71,1000360
CORRIENTES AV. 2156,146,1000365
CORRIENTES AV. 2156,24,1000365
CORRIENTES AV. 2156,26,1000365
"PUEYRREDON, HONORIO, DR. AV. y VIALE, LUIS sobre el metrobus",106,5831
"LASTRA AV. y PAZ, GRAL. AV. sobre el metrobus",117,5834
"LASTRA AV. y PAZ, GRAL. AV. sobre el metrobus",21,5834
"LASTRA AV. y PAZ, GRAL. AV. sobre el metrobus",28,5834
CALLAO AV. 377,6,1001806
MEDRANO AV. 504,36,1002570
URUGUAY 348,102,1002126
URUGUAY 348,23,1002126
CORRIENTES AV. 2362,115,1000364
CORRIENTES AV. 2362,124,1000364
CORRIENTES AV. 2362,180,1000364
"GARCIA, JUAN AGUSTIN 2008",109,1004230
"GARCIA, JUAN AGUSTIN 2008",135,1004230
"GARCIA, JUAN AGUSTIN 2008",63,1004230
CORRIENTES AV. 2560,115,1000362
CORRIENTES AV. 2560,180,1000362
PASTEUR 393,95,1001281
CORRIENTES AV. 2574,124,1000361
SARMIENTO y SUIPACHA sobre el metrobus,111,5856
"SAENZ PEÑA, ROQUE, PRES. DIAGONAL NORTE AV. y SARMIENTO sobre el metrobus",111,5857
CARABELAS y SARMIENTO sobre el metrobus,111,5862
PATRICIAS ARGENTINAS AV. nan,112,1003414
PATRICIAS ARGENTINAS AV. nan,15,1003414
GUALEGUAYCHU 3308,134,1005132
"ALEM, LEANDRO N. AV. 232",143,1001413
"ALEM, LEANDRO N. AV. 232",152,1001413
"ALEM, LEANDRO N. AV. 232",33,1001413
"ALEM, LEANDRO N. AV. 232",7,1001413
"BRAVARD y GALLARDO, ANGEL AV. sobre el metrobus",55,5866
SARMIENTO 3929,124,1002067
SARMIENTO 3929,24,1002067
PATRICIAS ARGENTINAS AV. nan,36,1003415
PATRICIAS ARGENTINAS AV. nan,65,1003415
"CAMARONES y TRELLES, MANUEL R. sobre el metrobus",44,5876
"CAMARONES y TRELLES, MANUEL R. sobre el metrobus",47,5876
PUEYRREDON AV. 454,75,1002903
SARMIENTO 1169,146,1001864
PUEYRREDON AV. 451,194,1001089
PUEYRREDON AV. 451,68,1001089
SARMIENTO 1183,29,1001863
SARMIENTO 1183,50,1001863
PATRICIAS ARGENTINAS AV. nan,65,1003413
"SAENZ PEÑA, ROQUE, PRES. AV. 885",146,1000971
"CANTILO, JOSE LUIS y SEGUROLA AV. sobre el metrobus",85,5883
"ALEM, LEANDRO N. AV. 218",33,1001412
"ALEM, LEANDRO N. AV. 218",61,1001412
"ALEM, LEANDRO N. AV. 218",93,1001412
"GALLO y GOMEZ, VALENTIN sobre el metrobus",146,5889
"GUEMES, MACACHA y MADERO, EDUARDO AV. sobre el metrobus",129,14807
"GUEMES, MACACHA y MADERO, EDUARDO AV. sobre el metrobus",20,14807
"GALLARDO, ANGEL AV. 551",92,1003426
"GALLARDO, ANGEL AV. 551",99,1003426
CALLAO AV. 335,150,1001866
CUENCA 2608,24,1004575
NOGOYA 3412,47,1004573
"SAENZ PEÑA, ROQUE, PRES. AV. 871",50,1000966
PUEYRREDON AV. 437,188,1001090
PUEYRREDON AV. 437,64,1001090
MELINCUE 3596,47,1004593
"GOMEZ, VALENTIN y JAURES, JEAN sobre el metrobus",180,5906
"GUEMES, MACACHA y MOREAU DE JUSTO, ALICIA AV. sobre el metrobus",20,14808
"GUEMES, MACACHA y MOREAU DE JUSTO, ALICIA AV. sobre el metrobus",4,14808
SARMIENTO 3795,124,1002068
SARMIENTO 3795,24,1002068
"PERON, JUAN DOMINGO, TTE. GENERAL nan",159,1001000
"PERON, JUAN DOMINGO, TTE. GENERAL nan",140,1001001
LIBERTAD 287,39,1001862
LIBERTAD 287,5,1001862
"CARRANZA, ADOLFO P. 2516",109,1003783
"CARRANZA, ADOLFO P. 2516",63,1003783
"BOYACA y GARCIA, JUAN AGUSTIN sobre el metrobus",113,5909
"BOYACA y GARCIA, JUAN AGUSTIN sobre el metrobus",133,5909
"ARTIGAS, JOSE GERVASIO, GRAL. 2393",113,1004089
SARMIENTO 3771,168,1002072
SARMIENTO 3771,71,1002072
SARMIENTO 1487,146,1002133
ALVAREZ JONTE y GAVILAN sobre el metrobus,109,5914
ALVAREZ JONTE y GAVILAN sobre el metrobus,113,5914
ALVAREZ JONTE y GAVILAN sobre el metrobus,135,5914
SARMIENTO 1489,50,1002262
"BEIRO, FRANCISCO AV. 4245",114,1004610
"BEIRO, FRANCISCO AV. 4245",85,1004610
BAIGORRIA 3291,124,1004859
"GALLARDO, ANGEL AV. 577",124,1003425
"ALEM, LEANDRO N. AV. y PERON, JUAN DOMINGO, TTE. GENERAL sobre el metrobus",126,5928
"ALEM, LEANDRO N. AV. y PERON, JUAN DOMINGO, TTE. GENERAL sobre el metrobus",195,5928
"ALEM, LEANDRO N. AV. y PERON, JUAN DOMINGO, TTE. GENERAL sobre el metrobus",56,5928
"ALEM, LEANDRO N. AV. y PERON, JUAN DOMINGO, TTE. GENERAL sobre el metrobus",130,20457
9 DE JULIO AV. y SARMIENTO sobre el metrobus,129,20305
9 DE JULIO AV. y SARMIENTO sobre el metrobus,67,20305
9 DE JULIO AV. y SARMIENTO sobre el metrobus,9,20305
CALLAO AV. 327,60,1001804
PUJOL y SAN MARTIN AV. sobre el metrobus,110,5984
SAN MARTIN AV. 1884,110,1003923
SAN MARTIN AV. 1884,57,1003923
"SAENZ PEÑA, ROQUE, PRES. AV. 811",29,1000965
"MARGARIÑOS CERVANTES, A. 1595",47,1004234
"GALLARDO, ANGEL AV. 589",105,1003424
"GALLARDO, ANGEL AV. 589",146,1003424
BULNES 490,180,1002551
LIBERTAD 277,39,1001860
SAN MARTIN AV. 1833,105,1003927
"PAZ, GRAL. AV. COLECTORA nan",117,1005808
SAN MARTIN AV. 1870,135,1003924
SAN MARTIN AV. 1827,57,1003928
"ALEM, LEANDRO N. AV. nan",22,1001411
"ALEM, LEANDRO N. AV. nan",33,1001411
"ALEM, LEANDRO N. AV. nan",7,1001411
"BRAVO, MARIO y SARMIENTO sobre el metrobus",180,5936
PUEYRREDON AV. 408,118,1002905
PUEYRREDON AV. 408,62,1002905
"GARCIA, JUAN AGUSTIN 2154",109,1004229
"GARCIA, JUAN AGUSTIN 2154",135,1004229
"GARCIA, JUAN AGUSTIN 2154",63,1004229
RODRIGUEZ PEÑA y SARMIENTO sobre el metrobus,146,5943
"ALEM, LEANDRO N. AV. nan",126,1001409
"ALEM, LEANDRO N. AV. nan",143,1001409
"ALEM, LEANDRO N. AV. nan",33,1001409
"ALEM, LEANDRO N. AV. nan",56,1001409
"ALEM, LEANDRO N. AV. nan",91,1001409
CONDARCO y LASCANO sobre el metrobus,24,5947
ARREGUI 2891,24,1004247
"CUENCA y SASTRE, MARCOS sobre el metrobus",124,5954
SANABRIA nan,114,1005130
SANABRIA nan,85,1005130
SAN MARTIN AV. 1795,135,1003929
SAN MARTIN AV. 1795,24,1003929
SAN MARTIN AV. 1834,24,1003925
SAN MARTIN AV. 1820,105,1003926
SAN MARTIN AV. 1820,146,1003926
NAZCA AV. 2606,110,1004066
NAZCA AV. 2606,134,1004066
SANABRIA 3387,114,1005018
SANABRIA 3387,85,1005018
"BEIRO, FRANCISCO AV. 4308",80,1004606
SARMIENTO 3565,168,1002075
SARMIENTO 3565,71,1002075
"SAENZ PEÑA, ROQUE, PRES. AV. 777",111,1000964
MEDRANO AV. 456,127,1002573
MEDRANO AV. 456,26,1002573
ESTADO PLURINACIONAL DE BOLIVIA 2412,113,1004224
PUEYRREDON AV. 389,41,1001091
"ALEM, LEANDRO N. AV. 168",74,1001405
RIOBAMBA y SARMIENTO sobre el metrobus,146,5968
TINOGASTA 3968,134,1005377
GAVILAN 2201,109,1004285
GAVILAN 2201,63,1004285
"ALVAREZ, DONATO, TTE. GRAL. AV. 1881",44,1004233
"ALEM, LEANDRO N. AV. nan",130,1001408
"BEIRO, FRANCISCO AV. 4314",146,1004605
"MOREAU DE JUSTO, ALICIA AV. 741",20,1000053
MEDRANO AV. 406,128,1002172
MEDRANO AV. 406,160,1002172
"CANTILO, JOSE LUIS y PAZ, MARCOS sobre el metrobus",108,5979
"PERON, JUAN DOMINGO, TTE. GENERAL y SAENZ PEÑA, ROQUE, PRES. DIAGONAL NORTE AV. sobre el metrobus",111,5985
"ALEM, LEANDRO N. AV. sobre el metrobus",28,20456
PARANA 257,102,1002265
PARANA 257,23,1002265
SARMIENTO 2099,146,1000369
"PERON, JUAN DOMINGO, TTE. GENERAL 4095",160,1002534
"ALEM, LEANDRO N. AV. 150",105,1001404
"ALEM, LEANDRO N. AV. 150",146,1001404
CUCHA CUCHA y SAN MARTIN AV. sobre el metrobus,146,6050
"GALLARDO, ANGEL AV. 719",92,1003582
"PERON, JUAN DOMINGO, TTE. GENERAL 3895",160,1002533
PUEYRREDON AV. 367,118,1001092
PUEYRREDON AV. 359,61,1001093
"RODRIGUEZ, MANUEL A., GENERAL y VIALE, LUIS sobre el metrobus",110,5996
"RODRIGUEZ, MANUEL A., GENERAL y VIALE, LUIS sobre el metrobus",57,5996
PUEYRREDON AV. 370,194,1002906
TALCAHUANO 234,39,1001872
"CARRIL, SALVADOR MARIA DEL AV. 4889",107,1005004
SARMIENTO 2295,146,1000370
NAZARRE y SAN NICOLAS sobre el metrobus,134,6011
"GALLARDO, ANGEL AV. 775",105,1003583
"GALLARDO, ANGEL AV. 775",146,1003583
URUGUAY 226,102,1002123
URUGUAY 226,23,1002123
ACOYTE 1085,92,1003571
ACOYTE 1085,99,1003571
ACOYTE 1087,124,1003580
ACOYTE 1087,42,1003580
SEGUROLA AV. 3491,108,1005008
SEGUROLA AV. 3491,85,1005008
"ALEM, LEANDRO N. AV. nan",152,1001407
"ALEM, LEANDRO N. AV. nan",62,1001407
"ALEM, LEANDRO N. AV. nan",93,1001407
SARMIENTO 3395,168,1002066
SARMIENTO 3395,71,1002066
GALICIA y SAN MARTIN AV. sobre el metrobus,110,6026
GALICIA y SAN MARTIN AV. sobre el metrobus,57,6026
PUEYRREDON AV. 336,64,1002907
SARMIENTO 3369,124,1000373
SARMIENTO 3369,168,1000373
SARMIENTO 3369,180,1000373
SARMIENTO 3369,24,1000373
"GALLARDO, ANGEL AV. nan",124,1003584
"GALLARDO, ANGEL AV. nan",135,1003584
"GALLARDO, ANGEL AV. nan",99,1003584
"ANTEZANA y PUEYRREDON, HONORIO, DR. AV. sobre el metrobus",106,6030
PATRICIAS ARGENTINAS AV. nan,36,1003560
ACOYTE 1077,141,1003581
"MARECHAL, LEOPOLDO 1010",141,1003427
RODRIGUEZ PEÑA 240,50,1001807
LARREA y SARMIENTO sobre el metrobus,146,6034
HELGUERA 2495,24,1004250
"FIGUEROA, D. APOLINARIO, CORONEL nan",24,1003930
"FIGUEROA, D. APOLINARIO, CORONEL nan",57,1003930
"ALEM, LEANDRO N. AV. 114",28,1001452
"ALEM, LEANDRO N. AV. nan",152,1001406
"ALEM, LEANDRO N. AV. nan",62,1001406
"CARRIL, SALVADOR MARIA DEL AV. 4904",107,1005003
"PERON, JUAN DOMINGO, TTE. GENERAL y TALCAHUANO sobre el metrobus",5,6039
"PERON, JUAN DOMINGO, TTE. GENERAL y TALCAHUANO sobre el metrobus",60,6039
"AMBROSETTI, JUAN B. y MARECHAL, LEOPOLDO sobre el metrobus",112,138
"AMBROSETTI, JUAN B. y MARECHAL, LEOPOLDO sobre el metrobus",15,138
"AMBROSETTI, JUAN B. y MARECHAL, LEOPOLDO sobre el metrobus",55,138
"FIGUEROA, D. APOLINARIO, CORONEL nan",110,1003931
"FIGUEROA, D. APOLINARIO, CORONEL nan",76,1003931
"SALGUERO, JERONIMO 367",19,1002556
"SALGUERO, JERONIMO 367",90,1002556
"SALGUERO, JERONIMO 373",151,1002559
"SAENZ PEÑA, ROQUE, PRES. AV. 720",24,1000962
"SAENZ PEÑA, ROQUE, PRES. AV. 720",29,1000962
SAN MARTIN AV. 1542,24,1003727
SAN MARTIN AV. 1542,57,1003727
RODRIGUEZ PEÑA 218,37,1001808
RODRIGUEZ PEÑA 218,60,1001808
RODRIGUEZ PEÑA 216,150,1001809
RODRIGUEZ PEÑA 216,6,1001809
SAN MARTIN AV. 1530,110,1003725
SAN MARTIN AV. 1530,135,1003725
"SALGUERO, JERONIMO 363",127,1002555
CASTELLI y SARMIENTO sobre el metrobus,146,6055
"CARACAS y GARCIA, JUAN AGUSTIN sobre el metrobus",133,6054
"9 DE JULIO AV. y PERON, JUAN DOMINGO, TTE. GENERAL sobre el metrobus",100,20304
"9 DE JULIO AV. y PERON, JUAN DOMINGO, TTE. GENERAL sobre el metrobus",45,20304
"9 DE JULIO AV. y PERON, JUAN DOMINGO, TTE. GENERAL sobre el metrobus",70,20304
SAN MARTIN AV. 1508,105,1003726
SAN MARTIN AV. 1508,146,1003726
GASCON 457,26,1002582
SAN MARTIN AV. 1483,105,1003591
SAN MARTIN AV. 1483,146,1003591
SAN MARTIN AV. 1483,135,1003592
"MAGARIÑOS CERVANTES, A. y SANCHEZ sobre el metrobus",47,6072
"CARRANZA, ADOLFO P. 2702",109,1004033
"CARRANZA, ADOLFO P. 2702",63,1004033
"CANTILO, JOSE LUIS y JUAREZ, BENITO sobre el metrobus",85,6090
SARMIENTO 3051,71,1000371
LASTRA AV. 4010,25,1005001
"GALLARDO, ANGEL AV. 951",124,1003586
"GALLARDO, ANGEL AV. 951",92,1003586
TINOGASTA 4120,134,1005376
"JAURES, JEAN y SARMIENTO sobre el metrobus",124,6098
"JAURES, JEAN y SARMIENTO sobre el metrobus",24,6098
RIOBAMBA 212,12,1001255
"LILLO AV. y MARECHAL, LEOPOLDO sobre el metrobus",55,139
"GALLARDO, ANGEL AV. 983",76,1003587
"GALLARDO, ANGEL AV. 983",99,1003587
MELINCUE y SAN NICOLAS sobre el metrobus,47,6103
"GALLARDO, ANGEL AV. 989",105,1003588
"GALLARDO, ANGEL AV. 989",146,1003588
NOGOYA 3714,109,1004397
LIBERTAD 147,5,1001858
"LLAVALLOL y SASTRE, MARCOS sobre el metrobus",124,6111
PUEYRREDON AV. 260,115,1002908
"GALLARDO, ANGEL AV. 1017",135,1003589
"PERON, JUAN DOMINGO, TTE. GENERAL 3497",146,1002168
NAZCA AV. 2495,110,1003787
NAZCA AV. 2495,124,1003787
ARREGUI 3089,24,1004248
POTOSI 4497,105,1002535
LASCANO 2908,24,1003778
"BEIRO, FRANCISCO AV. 4481",146,1004607
"BEIRO, FRANCISCO AV. 4481",80,1004607
"BEIRO, FRANCISCO AV. 4481",85,1004607
SAN MARTIN AV. nan,105,1003657
SAN MARTIN AV. nan,135,1003657
NAZCA AV. 2471,134,1003786
NAZCA AV. 2471,84,1003786
PATRICIAS ARGENTINAS AV. nan,36,1003406
PATRICIAS ARGENTINAS AV. nan,65,1003406
ALVAREZ JONTE 2483,109,1004091
ALVAREZ JONTE 2483,135,1004091
ALVAREZ JONTE 2485,133,1004090
ALVAREZ JONTE 2485,63,1004090
PUEYRREDON AV. 238,132,1002909
NAZCA AV. 2467,134,1004058
NAZCA AV. 2467,84,1004058
SAN MARTIN AV. 1364,135,1003594
PATRICIAS ARGENTINAS AV. 171,15,1003392
PATRICIAS ARGENTINAS AV. 171,65,1003392
"FLORIDA y SAENZ PEÑA, ROQUE, PRES. DIAGONAL NORTE AV. sobre el metrobus",29,6151
AZCUENAGA 204,95,1001083
"MITRE, BARTOLOME 920",105,1007307
POTOSI 4293,105,1002169
POTOSI 4293,146,1002169
LASTRA AV. 3914,25,1005000
SEGUROLA AV. 3206,114,1004991
SEGUROLA AV. 3206,85,1004991
SAN MARTIN AV. nan,146,1003590
CALLAO AV. 155,37,1001803
"CARRANZA, ADOLFO P. 2820",63,1004034
"CERRITO y MITRE, BARTOLOME sobre el metrobus",105,6175
SANABRIA 3197,114,1005019
SANABRIA 3197,85,1005019
NAZARRE 3985,134,1004599
"ALVAREZ, DONATO, TTE. GRAL. y JUSTO, JUAN B. AV. sobre el metrobus",110,20281
"ALVAREZ, DONATO, TTE. GRAL. y JUSTO, JUAN B. AV. sobre el metrobus",166,20281
"ALVAREZ, DONATO, TTE. GRAL. y JUSTO, JUAN B. AV. sobre el metrobus",34,20281
"BEIRO, FRANCISCO AV. y PAZ, MARCOS sobre el metrobus",108,6180
ESTADO PLURINACIONAL DE BOLIVIA 2228,113,1004088
BOYACA 1989,113,1004226
LASTRA AV. 3881,25,1004999
GALLO 75,146,1001891
CAMARONES 2118,47,1004228
"SAENZ PEÑA, ROQUE, PRES. AV. 570",105,1000954
"SAENZ PEÑA, ROQUE, PRES. AV. 570",111,1000954
"SAENZ PEÑA, ROQUE, PRES. AV. 570",91,1000954
"MITRE, BARTOLOME y TALCAHUANO sobre el metrobus",105,6199
"ARTIGAS, JOSE GERVASIO, GRAL. 2125",113,1004244
"BEIRO, FRANCISCO AV. 4512",108,1004603
"BEIRO, FRANCISCO AV. 4512",146,1004603
"BEIRO, FRANCISCO AV. 4512",80,1004603
"BAIGORRIA y LAMARCA, EMILIO sobre el metrobus",124,6205
CALLAO AV. 121,150,1001801
CALLAO AV. 133,12,1001802
"ALVAREZ, DONATO, TTE. GRAL. 1687",44,1004022
"9 DE JULIO AV. y MITRE, BARTOLOME sobre el metrobus",10,20303
"9 DE JULIO AV. y MITRE, BARTOLOME sobre el metrobus",17,20303
"9 DE JULIO AV. y MITRE, BARTOLOME sobre el metrobus",59,20303
TINOGASTA 4286,134,1005294
"MITRE, BARTOLOME 1462",105,1001875
"MITRE, BARTOLOME 1462",98,1001875
"MITRE, BARTOLOME 1464",5,1002115
"MITRE, BARTOLOME 1464",7,1002115
CUENCA 2414,24,1004249
"PERON, JUAN DOMINGO, TTE. GENERAL 2817",146,1000379
NOGOYA 3810,109,1004398
NOGOYA 3810,47,1004398
"PERON, JUAN DOMINGO, TTE. GENERAL 2823",168,1000378
"PERON, JUAN DOMINGO, TTE. GENERAL y PUEYRREDON AV. sobre el metrobus",188,6229
"PERON, JUAN DOMINGO, TTE. GENERAL y PUEYRREDON AV. sobre el metrobus",41,6229
"PERON, JUAN DOMINGO, TTE. GENERAL y PUEYRREDON AV. sobre el metrobus",61,6229
"PERON, JUAN DOMINGO, TTE. GENERAL y PUEYRREDON AV. sobre el metrobus",62,6229
"PERON, JUAN DOMINGO, TTE. GENERAL y PUEYRREDON AV. sobre el metrobus",75,6229
"LAMAS, ANDRES y MAGARIÑOS CERVANTES, A. sobre el metrobus",47,6228
GAVILAN 2008,113,1004101
"GARCIA, JUAN AGUSTIN 2506",133,1004093
"GARCIA, JUAN AGUSTIN 2506",135,1004093
"PERON, JUAN DOMINGO, TTE. GENERAL 3095",146,1000376
"PERON, JUAN DOMINGO, TTE. GENERAL 3095",168,1000376
"CARRANZA, ADOLFO P. 2904",109,1003788
ALVAREZ JONTE AV. 2645,109,1004087
ALVAREZ JONTE AV. 2645,135,1004087
"MITRE, BARTOLOME 1682",105,1001810
"MITRE, BARTOLOME 1682",98,1001810
RECONQUISTA y RIVADAVIA AV. sobre el metrobus,105,6258
RECONQUISTA y RIVADAVIA AV. sobre el metrobus,28,6258
LIBERTAD 55,39,1001857
"RIVADAVIA AV. y SAENZ PEÑA, ROQUE, PRES. DIAGONAL NORTE AV. sobre el metrobus",24,6236
ACOYTE 883,92,1003579
ACOYTE 883,99,1003579
"MARECHAL, LEOPOLDO 878",15,1003429
"TRELLES, MANUEL R. 1712",44,1004236
"PUEYRREDON, HONORIO, DR. AV. nan",92,1003598
ESTIVAO 174,105,1003380
ESTIVAO 174,146,1003380
ALVAREZ JONTE AV. 2661,133,1004086
ALVAREZ JONTE AV. 2661,63,1004086
"CONCORDIA y SASTRE, MARCOS sobre el metrobus",124,6268
"PUEYRREDON, HONORIO, DR. AV. nan",106,1003597
"MITRE, BARTOLOME 1818",105,1000380
"MITRE, BARTOLOME 1818",98,1000380
GAONA AV. 1267,124,1003682
GAONA AV. 1267,76,1003682
"MITRE, BARTOLOME 1838",5,1000381
"MITRE, BARTOLOME 1838",7,1000381
"MITRE, BARTOLOME 1912",151,1000382
"MITRE, BARTOLOME 1912",90,1000382
GAONA AV. 1283,106,1003694
GAONA AV. 1283,99,1003694
"BEIRO, FRANCISCO AV. y JUAREZ, BENITO sobre el metrobus",85,6284
PATRICIAS ARGENTINAS AV. nan,36,1003432
PATRICIAS ARGENTINAS AV. nan,65,1003432
BERMUDEZ 3681,107,1005266
MEDRANO AV. 216,127,1002575
MEDRANO AV. 216,128,1002575
MEDRANO AV. 216,160,1002575
DIAZ VELEZ AV. 5438,135,1003595
DIAZ VELEZ AV. 5438,92,1003595
DIAZ VELEZ AV. 5416,105,1003596
DIAZ VELEZ AV. 5416,146,1003596
"PAZ, GRAL. AV. COLECTORA nan",21,1005784
"PAZ, GRAL. AV. COLECTORA nan",28,1005784
"PUEYRREDON, HONORIO, DR. AV. 1064",92,1003599
PATRICIAS ARGENTINAS AV. nan,112,1003433
PATRICIAS ARGENTINAS AV. nan,15,1003433
"MITRE, BARTOLOME 2108",151,1000385
"MITRE, BARTOLOME 2108",5,1000385
"MITRE, BARTOLOME 2108",90,1000385
"MITRE, BARTOLOME 2110",105,1000384
"MITRE, BARTOLOME 2110",7,1000384
"MITRE, BARTOLOME 2110",98,1000384
PATRICIAS ARGENTINAS AV. nan,105,1003428
PATRICIAS ARGENTINAS AV. nan,146,1003428
PATRICIAS ARGENTINAS AV. nan,55,1003428
PUEYRREDON AV. 164,64,1002910
PARANA 43,23,1001812
DIAZ VELEZ AV. y HIDALGO sobre el metrobus,42,6306
LASCANO 3108,24,1003774
RODRIGUEZ PEÑA 56,60,1001800
NAZARRE 4195,134,1004600
NAZCA AV. 2338,124,1004057
NAZCA AV. 2338,84,1004057
